name,num
양배추,211
비타민,36
채소,22
토마토,18
민들레,15
과일,14
버섯,14
연근,13
대추,12
브로콜리,11
감자,10
땅콩,10
현미,9
야채,8
비타민가,7
비타민는,7
주스,7
칼슘,7
나물,6
농축액,6
달걀,6
마늘,6
사과,6
알로에,6
약초,6
유산균,6
호박,6
홍삼,6
당근,5
율무,5
노루궁뎅이버섯,4
두부,4
바나나,4
비트,4
샐러드,4
약재,4
옥수수,4
인삼,4
전복,4
차가버섯,4
케일,4
